1,-66.23650685416328
2,-10.03807160059611
3,-169.95229169413528
4,-25.27830680211385
5,-37.707596911324394
6,-29.50279875750041
7,-58.908223745558
8,-61.81486739847395
9,-3.0426933579974706
10,-41.328519085932044
11,-52.92634784910414
12,-15.591114409764607
13,-21.104776292377046
14,-15.155580333688043
15,-65.74600332842932
16,-36.75724055114405
17,-82.20403772725
18,-45.5630427099473
19,-3.7504399432076347
20,-28.31635659535726
21,-35.72857582569122
22,-7.940372271007962
23,-8.876933276320303
24,-93.54530985090467
25,-95.77325004471673
26,-43.57941319147746
27,-12.66159024503496
28,-62.97852551672194
29,-92.39540481567383
30,-96.09874610900879
31,-65.24556659062704
32,-39.8234879705641
33,-85.60797606839074
34,-96.74265424099714
35,-18.63359826440969
36,-33.30178599887424
37,-62.66423117781485
38,0.0
39,-42.722860701878865
40,-58.7646748330858
41,-38.85631658766005
42,0.0
43,-12.563990953233507
44,-84.05577654012755
45,-104.47425826125675
46,-0.5526102436913385
47,-17.383648490905763
48,-51.23449607425266
49,-103.91912197801801
50,-46.63084503809611
51,-73.01782349480523
52,-32.150852054191034
53,-46.492521794814635
54,-18.623531108432346
55,-85.56496799257067
56,-59.08618556128608
57,-75.6253946489758
58,-18.264493656158447
59,-31.778521264923942
60,-54.013755819532605
61,-36.35218640698327
62,-44.711658265855576
63,-80.951096145312
64,-20.1557234817081
65,-66.52442779541016
66,-37.64173939492967
67,-7.04774714310964
68,-53.78273728158739
69,-69.54626036749946
70,0.0
71,-60.13609276082781
72,-36.88109753396776
73,-40.12705037858751
74,-48.358658107121784
75,-52.10415154995199
76,-56.32224679659199
77,-4.703949610392253
78,-16.066168189048767
79,-140.9158521970113
80,-90.42080382661446
81,-16.45440216064453
82,-30.134155196613737
83,-4.135446230570476
84,-54.62513961791992
85,-31.754327795240613
86,-39.13340578132502
87,-8.992196708255344
88,-84.38484114641584
89,0.0
90,-0.302042031288147
91,-36.672437859647104
92,-115.41318175262874
93,-0.5595590495530454
94,-44.46112015777164
95,-27.194123554229737
96,-38.93016963534885
97,-47.707173373964096
98,-25.55403716299269
99,-27.50884499896172
100,-112.83843676514095
101,-62.21793352762858
102,-18.40400781045413
103,-60.08901337715192
104,-78.80123830925335
105,-35.277497630649144
106,-45.352223587036136
107,-23.356144793828328
108,-3.201345110738744
109,-23.290127097235786
110,-0.36815271112653947
111,-17.84227852291531
112,-40.0969002836206
113,-55.69214900069767
114,-6.615260961320665
115,-83.82752386993832
116,-117.85767753740375
117,-30.650363561842177
118,-41.97228780757175
119,-18.085252067777844
120,-30.072544267442492
121,-119.16184406601981
